cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
35.266.466/0001-88,Empresa 5236 LTDA,Tecnologia,Capanema,Nordeste,720863.44,216441.06,12,2014-04-06,-0.9000918375862099,-54.75578701589019
97.554.241/0001-56,Empresa 5946 LTDA,Logística,Ananindeua,Metropolitana,3070365.44,1685609.38,7,2019-04-06,-1.410557666043681,-48.52620095246074
16.722.585/0001-29,Empresa 1664 LTDA,Vestuário,Breves,Marajó,77778.5,48501.15,6,2020-04-06,-2.7295289596351395,-49.83443073813579
59.371.554/0001-88,Empresa 7707 LTDA,Serviços (MEI),Ananindeua,Metropolitana,26889.73,13578.93,13,2013-04-06,-1.4859596997390905,-48.35966564784222
13.498.100/0001-46,Empresa 1928 LTDA,Logística,Breves,Marajó,351752.33,173086.99,18,2008-04-06,-6.691019251179515,-49.65791000759144
95.667.816/0001-40,Empresa 7966 LTDA,Logística,Ananindeua,Metropolitana,3135120.9,1198035.91,12,2014-04-06,-1.4784397216381238,-48.35386662199601
44.976.408/0001-61,Empresa 5991 LTDA,Vestuário,Santarém,Oeste,226939.42,63727.29,16,2010-04-06,-7.623509893844254,-51.13887159697875
13.223.126/0001-96,Empresa 8149 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,174194.39,48058.47,15,2011-04-06,-1.4896559792859334,-48.36303865965726
68.772.925/0001-74,Empresa 1835 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,199543.64,68852.18,12,2014-04-06,-8.21927644613335,-54.27675943435157
67.666.665/0001-12,Empresa 8033 LTDA,Serviços (MEI),Benevides,Metropolitana,15896.31,8597.05,5,2021-04-06,-1.4038348675572605,-48.352644420559145
95.904.168/0001-61,Empresa 4310 LTDA,Serviços (MEI),Santarém,Oeste,25713.92,13943.6,10,2016-04-06,-7.2411932889066675,-55.67338872109374
70.831.806/0001-53,Empresa 5241 LTDA,Tecnologia,Redenção,Sudeste,1870085.01,491136.36,18,2008-04-06,-3.3520663344873025,-53.82764013200769
88.397.545/0001-27,Empresa 2564 LTDA,Alimentação,Marabá,Sudeste,119141.95,40720.03,14,2012-04-06,-3.1841269996180745,-55.928188196798686
10.696.785/0001-85,Empresa 4265 LTDA,Vestuário,Castanhal,Nordeste,44422.47,20159.69,8,2018-04-06,-1.3133923924394049,-48.90806979706617
61.481.476/0001-73,Empresa 7526 LTDA,Serviços (MEI),Barcarena,Nordeste,25550.05,18493.95,2,2024-04-06,-1.8457051855979545,-47.05826312056534
15.787.820/0001-49,Empresa 4821 LTDA,Serviços (MEI),Castanhal,Nordeste,3417.19,2596.71,2,2024-04-06,-1.971257588048056,-49.90867959435802
48.765.900/0001-19,Empresa 3661 LTDA,Serviços (MEI),Marituba,Metropolitana,40201.32,18767.95,14,2012-04-06,-1.4613474141802512,-48.4405356362804
78.846.325/0001-49,Empresa 8101 LTDA,Vestuário,Breves,Marajó,91824.7,40838.3,12,2014-04-06,-6.703687705952686,-49.70336601196962
98.561.345/0001-85,Empresa 4597 LTDA,Serviços (MEI),Soure,Marajó,5439.28,3782.97,7,2019-04-06,-6.911067412049112,-47.53408115113629
14.463.910/0001-35,Empresa 8154 LTDA,Alimentação,Santarém,Oeste,38959.62,29878.27,4,2022-04-06,-2.6974565406822455,-51.25222404141948
85.400.143/0001-33,Empresa 4173 LTDA,Vestuário,Soure,Marajó,182793.33,63420.9,13,2013-04-06,-0.2313966025072105,-50.3734237245724
25.672.495/0001-97,Empresa 9925 LTDA,Alimentação,Itaituba,Oeste,90881.07,40579.79,8,2018-04-06,-4.240883574011886,-48.462437955591476
47.934.275/0001-66,Empresa 7703 LTDA,Tecnologia,Benevides,Metropolitana,571661.76,306348.15,6,2020-04-06,-1.4656310784478563,-48.467441450967506
18.953.203/0001-38,Empresa 6343 LTDA,Vestuário,Breves,Marajó,130395.42,78863.85,13,2013-04-06,-1.4900993589037288,-48.95159404242332
88.488.214/0001-40,Empresa 8966 LTDA,Tecnologia,Salvaterra,Marajó,483674.64,144329.02,16,2010-04-06,-3.7920124899130787,-51.91653679535002
15.463.577/0001-90,Empresa 4605 LTDA,Alimentação,Capanema,Nordeste,84818.98,44521.81,7,2019-04-06,-8.443208290000218,-49.24743590387361
79.297.632/0001-88,Empresa 8968 LTDA,Serviços (MEI),Soure,Marajó,42664.15,14840.62,15,2011-04-06,-2.2008276054644176,-49.181534288737865
82.748.658/0001-48,Empresa 4315 LTDA,Tecnologia,Breves,Marajó,157524.78,63223.11,11,2015-04-06,-3.5685415317151117,-50.649322209204925
28.408.396/0001-28,Empresa 7464 LTDA,Vestuário,Itaituba,Oeste,119884.86,69536.55,10,2016-04-06,-5.228556993943252,-49.09634547275275
54.877.331/0001-22,Empresa 3451 LTDA,Serviços (MEI),Abaetetuba,Nordeste,20236.28,4368.65,19,2007-04-06,-0.6648226444767893,-51.540405476646846
11.794.826/0001-52,Empresa 6350 LTDA,Tecnologia,Benevides,Metropolitana,130223.8,65991.31,7,2019-04-06,-1.4610090229451935,-48.53636967665238
65.967.104/0001-57,Empresa 2761 LTDA,Tecnologia,Parauapebas,Sudeste,637787.43,437730.93,6,2020-04-06,-7.946573823616916,-47.986642359948576
70.754.354/0001-32,Empresa 2594 LTDA,Alimentação,Benevides,Metropolitana,122756.27,44511.89,9,2017-04-06,-1.3874299920878588,-48.53413841818867
65.827.527/0001-95,Empresa 7056 LTDA,Vestuário,Abaetetuba,Nordeste,70034.3,43893.24,10,2016-04-06,-5.7699324117243105,-55.72600918424391
55.800.955/0001-85,Empresa 8636 LTDA,Alimentação,Santa Izabel do Pará,Metropolitana,26660.94,12260.78,12,2014-04-06,-1.4950964786992933,-48.40123015135929
34.201.773/0001-37,Empresa 3668 LTDA,Logística,Santarém,Oeste,1760001.1,1527444.76,1,2025-04-06,-6.075210836557493,-53.30794767296923
20.314.970/0001-36,Empresa 5096 LTDA,Tecnologia,Altamira,Oeste,696228.47,454812.58,7,2019-04-06,-4.968268266651026,-52.687934599257
49.820.147/0001-22,Empresa 9011 LTDA,Alimentação,Belém,Metropolitana,165342.06,49767.8,13,2013-04-06,-1.3070979519520483,-48.44155421505172
59.195.456/0001-97,Empresa 7504 LTDA,Tecnologia,Marituba,Metropolitana,498286.9,259091.91,10,2016-04-06,-1.365836068754124,-48.498360007728266
46.525.902/0001-27,Empresa 1704 LTDA,Serviços (MEI),Itaituba,Oeste,24550.52,18020.94,2,2024-04-06,-6.218697414346105,-51.38206165158146
60.469.485/0001-47,Empresa 2165 LTDA,Tecnologia,Salvaterra,Marajó,791955.45,445169.35,11,2015-04-06,-4.708135174427517,-47.39416962119887
55.508.904/0001-73,Empresa 6829 LTDA,Tecnologia,Marabá,Sudeste,750470.84,277555.52,18,2008-04-06,-4.03666035281034,-47.92676878404641
74.885.591/0001-52,Empresa 2664 LTDA,Vestuário,Parauapebas,Sudeste,91658.68,60288.19,10,2016-04-06,-2.9082461053954027,-51.57715019461637
86.145.624/0001-60,Empresa 9184 LTDA,Alimentação,Abaetetuba,Nordeste,47161.49,21515.28,9,2017-04-06,-1.3788275389511266,-55.005603393019
81.843.839/0001-58,Empresa 9969 LTDA,Alimentação,Castanhal,Nordeste,54854.29,39295.6,7,2019-04-06,-7.074583227160581,-52.996359786347476
13.745.587/0001-29,Empresa 3176 LTDA,Logística,Canaã dos Carajás,Sudeste,1600696.38,1278330.02,3,2023-04-06,-5.598742545484453,-46.71042091628204
60.852.411/0001-65,Empresa 9352 LTDA,Tecnologia,Castanhal,Nordeste,282461.96,251270.3,2,2024-04-06,-0.4973008803441932,-48.19716063444216
84.539.994/0001-15,Empresa 3671 LTDA,Tecnologia,Abaetetuba,Nordeste,292289.58,274311.52,1,2025-04-06,-7.149003740480087,-47.85336442006246
39.218.153/0001-92,Empresa 9816 LTDA,Logística,Abaetetuba,Nordeste,353791.51,246866.06,3,2023-04-06,-3.416813203265548,-48.197840480889056
67.450.384/0001-33,Empresa 6860 LTDA,Tecnologia,Marabá,Sudeste,278241.25,149341.89,13,2013-04-06,-4.6722281101736645,-49.952228486575926
92.551.948/0001-66,Empresa 8741 LTDA,Tecnologia,Benevides,Metropolitana,321753.56,218841.28,3,2023-04-06,-1.4916081465606863,-48.41774168208661
19.338.713/0001-42,Empresa 9848 LTDA,Logística,Parauapebas,Sudeste,4562243.58,1817561.93,9,2017-04-06,-3.174955154223495,-47.43181501832206
87.915.188/0001-77,Empresa 3529 LTDA,Tecnologia,Benevides,Metropolitana,205464.2,171390.42,3,2023-04-06,-1.4153809984276928,-48.474070333498446
33.406.950/0001-93,Empresa 2611 LTDA,Vestuário,Belém,Metropolitana,67537.31,42634.13,11,2015-04-06,-1.3453496534470306,-48.531353844163775
67.386.824/0001-91,Empresa 5369 LTDA,Alimentação,Altamira,Oeste,24246.1,10821.27,13,2013-04-06,-2.970918701227487,-55.37632715109478
82.211.724/0001-69,Empresa 8894 LTDA,Vestuário,Altamira,Oeste,99234.42,57993.09,12,2014-04-06,-8.462018822005138,-49.9565522914008
54.141.638/0001-25,Empresa 6008 LTDA,Serviços (MEI),Abaetetuba,Nordeste,30430.77,18511.01,6,2020-04-06,-7.147975347312005,-47.194323536464395
36.870.765/0001-27,Empresa 1129 LTDA,Serviços (MEI),Itaituba,Oeste,5344.83,4005.76,6,2020-04-06,-6.192043379184682,-47.340781697074334
52.450.971/0001-45,Empresa 8046 LTDA,Tecnologia,Itaituba,Oeste,459054.64,244402.61,6,2020-04-06,-2.459792340083049,-47.01821408069606
40.825.461/0001-55,Empresa 3368 LTDA,Vestuário,Belém,Metropolitana,159237.29,68511.54,19,2007-04-06,-1.4095947446654538,-48.3987903736671
65.539.930/0001-73,Empresa 3626 LTDA,Vestuário,Soure,Marajó,82207.43,22867.63,16,2010-04-06,-5.890814013372241,-49.71808759848955
41.981.581/0001-75,Empresa 5106 LTDA,Vestuário,Breves,Marajó,184039.96,52950.0,19,2007-04-06,-0.8436160323312318,-55.49434833108794
57.740.938/0001-55,Empresa 7898 LTDA,Vestuário,Belém,Metropolitana,223495.72,78019.09,17,2009-04-06,-1.30236860210588,-48.50784816887808
66.981.783/0001-97,Empresa 8859 LTDA,Vestuário,Marituba,Metropolitana,105868.63,65829.23,7,2019-04-06,-1.4206697800913166,-48.37191945064071
71.960.151/0001-79,Empresa 4216 LTDA,Vestuário,Soure,Marajó,89312.3,59217.52,4,2022-04-06,-6.0517553658769225,-49.70035032638589
34.455.299/0001-20,Empresa 4027 LTDA,Logística,Salvaterra,Marajó,1926947.82,880576.77,18,2008-04-06,-2.381638502624291,-53.06279547010425
75.261.501/0001-47,Empresa 8142 LTDA,Alimentação,Marabá,Sudeste,25545.21,19597.05,4,2022-04-06,-7.252007727571657,-47.77349746663735
87.752.553/0001-72,Empresa 7950 LTDA,Alimentação,Castanhal,Nordeste,58481.63,30620.61,9,2017-04-06,-4.15013860155825,-52.32536093281044
29.511.324/0001-54,Empresa 3486 LTDA,Tecnologia,Ananindeua,Metropolitana,15155.79,7146.03,16,2010-04-06,-1.3591975258182214,-48.39616212028108
24.548.757/0001-92,Empresa 3874 LTDA,Serviços (MEI),Salvaterra,Marajó,34968.6,19253.66,10,2016-04-06,-2.894022363506174,-51.90547945481127
93.192.846/0001-20,Empresa 9437 LTDA,Alimentação,Itaituba,Oeste,42413.97,30832.48,2,2024-04-06,-1.7833859217276746,-51.69699610128188
58.917.872/0001-56,Empresa 2309 LTDA,Tecnologia,Itaituba,Oeste,710101.61,382293.34,8,2018-04-06,-2.446051771024079,-55.801675901497525
59.931.340/0001-59,Empresa 1474 LTDA,Alimentação,Barcarena,Nordeste,54232.4,30777.11,4,2022-04-06,-3.858544012722561,-48.08519442339801
96.916.914/0001-97,Empresa 7442 LTDA,Logística,Soure,Marajó,1151693.69,749680.43,3,2023-04-06,-0.732119584982664,-53.82889631761132
80.809.840/0001-25,Empresa 9079 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,1311639.98,357528.88,14,2012-04-06,-1.3992519182640453,-48.4609539847838
52.217.194/0001-67,Empresa 8379 LTDA,Alimentação,Itaituba,Oeste,106783.96,39758.64,10,2016-04-06,-8.031092722124402,-52.851698743956085
15.428.939/0001-95,Empresa 3164 LTDA,Tecnologia,Marabá,Sudeste,203234.9,106629.63,9,2017-04-06,-8.440954862162297,-47.71844495828216
33.507.138/0001-36,Empresa 1471 LTDA,Logística,Altamira,Oeste,1407524.28,1173656.0,3,2023-04-06,-6.275015110245944,-50.90115566161044
27.769.148/0001-63,Empresa 9005 LTDA,Vestuário,Marabá,Sudeste,89461.56,43095.2,13,2013-04-06,-4.323855245618126,-50.39984262938267
23.111.875/0001-70,Empresa 9390 LTDA,Alimentação,Itaituba,Oeste,12861.07,5489.12,11,2015-04-06,-5.202323239471272,-55.97180456390979
69.378.496/0001-66,Empresa 5925 LTDA,Tecnologia,Abaetetuba,Nordeste,358357.39,318782.89,1,2025-04-06,-4.042214310692203,-51.21803194123866
62.476.364/0001-77,Empresa 5753 LTDA,Alimentação,Santa Izabel do Pará,Metropolitana,31732.72,8688.7,16,2010-04-06,-1.4011256617765795,-48.37741564110287
65.454.599/0001-49,Empresa 5686 LTDA,Tecnologia,Ananindeua,Metropolitana,151865.66,62361.96,10,2016-04-06,-1.3439919957148334,-48.47787138289956
94.663.542/0001-37,Empresa 7782 LTDA,Vestuário,Castanhal,Nordeste,195840.62,56495.72,13,2013-04-06,-3.522605134527696,-46.23551492006031
39.772.496/0001-65,Empresa 6395 LTDA,Tecnologia,Benevides,Metropolitana,60036.62,44524.14,2,2024-04-06,-1.4002640420628734,-48.51811727811574
34.534.292/0001-64,Empresa 6106 LTDA,Vestuário,Barcarena,Nordeste,44988.16,17648.57,12,2014-04-06,-7.022179800591054,-51.01872513409263
77.350.662/0001-42,Empresa 9962 LTDA,Tecnologia,Benevides,Metropolitana,407262.28,179013.36,14,2012-04-06,-1.327972978754915,-48.45675873055105
96.538.804/0001-32,Empresa 3278 LTDA,Serviços (MEI),Castanhal,Nordeste,4196.63,2815.22,6,2020-04-06,-0.6512733601701619,-50.66668694503823
12.893.552/0001-41,Empresa 7063 LTDA,Tecnologia,Barcarena,Nordeste,64363.26,35233.06,14,2012-04-06,-7.901668506939079,-51.897031646895336
98.286.614/0001-47,Empresa 1592 LTDA,Vestuário,Altamira,Oeste,240912.98,78132.12,16,2010-04-06,-5.398716041044125,-54.54759252010515
54.967.855/0001-15,Empresa 3217 LTDA,Alimentação,Marituba,Metropolitana,28596.71,24978.01,2,2024-04-06,-1.4157995112344106,-48.43056724050621
62.303.159/0001-58,Empresa 8909 LTDA,Serviços (MEI),Parauapebas,Sudeste,12451.0,7281.81,4,2022-04-06,-7.592535708224666,-54.34990189337793
66.504.233/0001-89,Empresa 6397 LTDA,Tecnologia,Soure,Marajó,815222.08,452966.94,7,2019-04-06,-1.4056444340096963,-49.765963141995186
79.251.394/0001-73,Empresa 7447 LTDA,Vestuário,Itaituba,Oeste,85070.95,59076.89,4,2022-04-06,-7.681640462271505,-52.602935677019516
54.290.182/0001-13,Empresa 6902 LTDA,Vestuário,Marituba,Metropolitana,7790.07,4721.17,6,2020-04-06,-1.4154131618071868,-48.402131319502814
20.437.870/0001-50,Empresa 3927 LTDA,Logística,Barcarena,Nordeste,2644713.35,1370349.36,12,2014-04-06,-0.781299461026002,-53.996819491646065
29.778.321/0001-74,Empresa 7460 LTDA,Logística,Salvaterra,Marajó,1562780.03,1163617.05,2,2024-04-06,-4.0007628311436125,-52.714592760097105
74.543.770/0001-81,Empresa 4762 LTDA,Logística,Parauapebas,Sudeste,1095377.38,612616.28,9,2017-04-06,-3.915667213268807,-48.67060747473145
25.315.859/0001-52,Empresa 9117 LTDA,Serviços (MEI),Santarém,Oeste,40213.66,15804.94,15,2011-04-06,-6.617216876929655,-53.816603944926406
95.221.708/0001-21,Empresa 1833 LTDA,Serviços (MEI),Breves,Marajó,30698.17,6885.8,18,2008-04-06,-3.9509236222042823,-52.886335005079054
86.846.283/0001-89,Empresa 9964 LTDA,Tecnologia,Salvaterra,Marajó,1165232.84,456995.09,9,2017-04-06,-2.587605685841469,-54.75374171322747
29.910.739/0001-75,Empresa 9293 LTDA,Vestuário,Capanema,Nordeste,235493.45,65358.58,19,2007-04-06,-3.4149295418789665,-50.033076100809936
18.538.529/0001-47,Empresa 3344 LTDA,Vestuário,Ananindeua,Metropolitana,18458.95,12030.31,5,2021-04-06,-1.32185821978783,-48.397584465034804
31.595.422/0001-26,Empresa 2796 LTDA,Serviços (MEI),Marabá,Sudeste,2787.32,1346.41,16,2010-04-06,-1.6466293380752948,-53.06233181816122
37.119.851/0001-38,Empresa 3271 LTDA,Logística,Canaã dos Carajás,Sudeste,5244056.62,1733099.06,14,2012-04-06,-4.167937615058453,-49.47855376622473
72.463.234/0001-76,Empresa 1761 LTDA,Logística,Altamira,Oeste,1093097.85,442830.21,18,2008-04-06,-7.068686531226236,-49.44693436805307
21.859.591/0001-94,Empresa 1162 LTDA,Tecnologia,Salvaterra,Marajó,146370.97,71649.21,8,2018-04-06,-0.3741634421835869,-53.69627566894224
43.509.749/0001-41,Empresa 8243 LTDA,Tecnologia,Castanhal,Nordeste,313523.24,69310.13,18,2008-04-06,-0.13339860106949075,-47.8733037686925
83.826.133/0001-80,Empresa 9704 LTDA,Tecnologia,Marabá,Sudeste,976535.16,449659.15,11,2015-04-06,-0.5955380931135821,-53.36897472966424
56.972.980/0001-62,Empresa 9318 LTDA,Tecnologia,Altamira,Oeste,460976.14,204535.98,8,2018-04-06,-7.0090258987494,-51.756723960374416
51.635.143/0001-70,Empresa 4350 LTDA,Serviços (MEI),Soure,Marajó,14724.41,9378.69,8,2018-04-06,-7.443152887906151,-52.665841992597294
56.137.605/0001-87,Empresa 1006 LTDA,Alimentação,Breves,Marajó,36018.5,17460.07,9,2017-04-06,-6.5280018307428485,-50.660163350526354
88.877.898/0001-63,Empresa 8958 LTDA,Tecnologia,Capanema,Nordeste,532117.87,181765.51,11,2015-04-06,-4.0879075937338065,-50.14780569509978
46.905.802/0001-93,Empresa 4216 LTDA,Alimentação,Abaetetuba,Nordeste,25465.7,19570.86,4,2022-04-06,-7.247217957088198,-53.17399500596518
82.190.479/0001-62,Empresa 7542 LTDA,Tecnologia,Soure,Marajó,39406.17,28510.31,2,2024-04-06,-2.392804068236577,-53.17105718404906
88.674.160/0001-73,Empresa 4333 LTDA,Logística,Itaituba,Oeste,567279.16,400843.28,6,2020-04-06,-4.700052002931214,-50.29487756517335
69.894.827/0001-13,Empresa 8816 LTDA,Tecnologia,Salvaterra,Marajó,643310.53,468274.88,4,2022-04-06,-0.4720659847255604,-51.68340835085106
75.595.584/0001-51,Empresa 7185 LTDA,Alimentação,Salvaterra,Marajó,5470.88,3436.59,3,2023-04-06,-5.190620051986502,-48.930180631218875
31.323.949/0001-33,Empresa 9283 LTDA,Serviços (MEI),Castanhal,Nordeste,8402.1,6031.04,3,2023-04-06,-6.099138599202041,-54.61938451289704
19.721.400/0001-70,Empresa 5801 LTDA,Serviços (MEI),Salvaterra,Marajó,9438.24,2950.61,14,2012-04-06,-1.3973343057140752,-50.68325833110043
13.561.862/0001-30,Empresa 7394 LTDA,Logística,Salvaterra,Marajó,1139451.89,727754.13,3,2023-04-06,-8.340409899217171,-47.82912801009912
72.837.428/0001-84,Empresa 7679 LTDA,Tecnologia,Itaituba,Oeste,78580.97,69809.01,2,2024-04-06,-7.204345150009983,-49.950440300398135
43.825.570/0001-22,Empresa 3560 LTDA,Tecnologia,Parauapebas,Sudeste,722322.19,262773.06,13,2013-04-06,-1.790969600948837,-47.73608684537042
27.458.949/0001-15,Empresa 9308 LTDA,Serviços (MEI),Altamira,Oeste,27886.08,19087.24,4,2022-04-06,-5.415924192443619,-46.38475161658573
85.672.219/0001-76,Empresa 9430 LTDA,Alimentação,Canaã dos Carajás,Sudeste,66455.51,22715.08,11,2015-04-06,-1.4895681187949465,-53.576886969580706
29.862.706/0001-36,Empresa 4883 LTDA,Logística,Abaetetuba,Nordeste,1630851.59,850596.29,17,2009-04-06,-5.560796087300444,-49.738182028350465
51.147.608/0001-93,Empresa 6041 LTDA,Serviços (MEI),Salvaterra,Marajó,4979.11,2204.26,13,2013-04-06,-1.7328335807028123,-46.18363361043445
45.938.227/0001-81,Empresa 3700 LTDA,Serviços (MEI),Benevides,Metropolitana,26296.91,13287.83,5,2021-04-06,-1.4848252808267288,-48.4879976714184
34.477.571/0001-33,Empresa 4119 LTDA,Vestuário,Benevides,Metropolitana,224550.67,66717.57,12,2014-04-06,-1.3054637679621182,-48.52495496295922
36.174.730/0001-81,Empresa 1503 LTDA,Logística,Barcarena,Nordeste,93681.71,82585.87,1,2025-04-06,-5.304847022013105,-47.777075127419074
94.205.580/0001-81,Empresa 8637 LTDA,Vestuário,Altamira,Oeste,3836.62,2187.56,15,2011-04-06,-1.759699331505078,-53.35118266879627
90.255.939/0001-24,Empresa 2395 LTDA,Logística,Parauapebas,Sudeste,1787835.94,665237.46,12,2014-04-06,-3.8308822225477144,-51.59454284140318
18.169.809/0001-93,Empresa 5968 LTDA,Alimentação,Castanhal,Nordeste,52140.21,14920.55,14,2012-04-06,-7.903718829819013,-47.37137039296007
65.273.125/0001-38,Empresa 9433 LTDA,Tecnologia,Soure,Marajó,527516.37,232815.98,8,2018-04-06,-8.623714945311235,-50.965228897897504
80.584.847/0001-23,Empresa 7961 LTDA,Logística,Castanhal,Nordeste,2404723.98,1785415.64,3,2023-04-06,-8.1321216254238,-49.55411785027967
83.972.193/0001-12,Empresa 9010 LTDA,Alimentação,Castanhal,Nordeste,14964.44,5519.85,18,2008-04-06,-3.6552581361341385,-51.18274690271315
33.783.319/0001-60,Empresa 3712 LTDA,Logística,Benevides,Metropolitana,1369085.05,1129852.7,2,2024-04-06,-1.3349261284613425,-48.392187873506025
90.680.737/0001-80,Empresa 8112 LTDA,Vestuário,Canaã dos Carajás,Sudeste,142482.4,42932.89,13,2013-04-06,-7.4367218364974335,-46.76249128277769
39.384.296/0001-95,Empresa 5648 LTDA,Tecnologia,Ananindeua,Metropolitana,282948.15,87815.81,18,2008-04-06,-1.3735544683418295,-48.481954019494765
27.615.704/0001-85,Empresa 2486 LTDA,Vestuário,Ananindeua,Metropolitana,170410.23,45975.07,14,2012-04-06,-1.4075923165600452,-48.41117751535679
41.863.673/0001-40,Empresa 9547 LTDA,Logística,Breves,Marajó,1313203.22,547065.1,18,2008-04-06,-8.928775131992893,-49.367787829112466
91.569.404/0001-54,Empresa 3402 LTDA,Serviços (MEI),Altamira,Oeste,4039.67,3021.46,6,2020-04-06,-1.0197699425502673,-50.28085498429587
65.687.987/0001-85,Empresa 8066 LTDA,Tecnologia,Soure,Marajó,285177.17,257223.98,2,2024-04-06,-0.3999325157596907,-46.62074228562353
72.479.816/0001-12,Empresa 9410 LTDA,Alimentação,Salvaterra,Marajó,51218.27,34424.36,3,2023-04-06,-8.052758395490782,-48.516513144236804
76.466.161/0001-95,Empresa 7738 LTDA,Serviços (MEI),Altamira,Oeste,8879.06,4922.53,5,2021-04-06,-3.526195841721117,-54.17413976464055
87.329.977/0001-66,Empresa 1241 LTDA,Tecnologia,Marituba,Metropolitana,120724.68,88989.63,2,2024-04-06,-1.4733793955980516,-48.52095753762834
64.491.965/0001-89,Empresa 9518 LTDA,Vestuário,Capanema,Nordeste,158576.62,68569.26,15,2011-04-06,-1.9005198133054115,-46.183526340154145
60.562.472/0001-37,Empresa 1505 LTDA,Serviços (MEI),Santarém,Oeste,14645.75,9300.66,4,2022-04-06,-3.353169722838043,-49.489751276584656
50.397.971/0001-50,Empresa 5175 LTDA,Alimentação,Breves,Marajó,14221.71,9975.46,4,2022-04-06,-1.532727402912779,-47.713631118595714
